nftId,fileName,cardId,name,bitcoinText,sticker,fortune,power,rarity
1008,1008.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,10B in Bitcoin,5,Uncommon
1009,1009.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,5B in Bitcoin,1,Common
1010,1010.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,5B in Bitcoin,6,Common
1011,1011.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,2B in Bitcoin,10,Common
1012,1012.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,1B in Bitcoin,2,Rare
1013,1013.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,10B in Bitcoin,2,Rare
1014,1014.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,5,Uncommon
1015,1015.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,2B in Bitcoin,3,Uncommon
1016,1016.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,1B in Bitcoin,4,Uncommon
1017,1017.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,3,Common
1018,1018.webp,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,5B in Bitcoin,8,Uncommon
1019,1019.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,2,Common
1020,1020.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,2B in Bitcoin,10,Common
1021,1021.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,4,Rare
1022,1022.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,5,Common
1023,1023.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,1B in Bitcoin,1,Common
1024,1024.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,1B in Bitcoin,8,Common
1025,1025.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,5B in Bitcoin,10,Common
1026,1026.webp,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,1B in Bitcoin,6,Common
1027,1027.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,1B in Bitcoin,1,Ultra Rare
1028,1028.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,10B in Bitcoin,1,Common
1029,1029.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,5,Common
1030,1030.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,10B in Bitcoin,7,Super Rare
1031,1031.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,50B in Bitcoin,1,Common
1032,1032.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,10,Common
1033,1033.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,6,Common
1034,1034.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,2B in Bitcoin,2,Rare
1035,1035.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,1B in Bitcoin,2,Common
1036,1036.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,5B in Bitcoin,7,Super Rare
1037,1037.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,1B in Bitcoin,9,Uncommon
1038,1038.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,5B in Bitcoin,5,Rare
1039,1039.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,10B in Bitcoin,2,Common
1040,1040.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,5B in Bitcoin,9,Super Rare
1041,1041.webp,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,5,Uncommon
1042,1042.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,50B in Bitcoin,6,Rare
1043,1043.webp,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,5B in Bitcoin,10,Common
1044,1044.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,2B in Bitcoin,2,Ultra Rare
1045,1045.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,1B in Bitcoin,10,Super Rare
1046,1046.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,10B in Bitcoin,8,Uncommon
1047,1047.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,5B in Bitcoin,1,Common
1048,1048.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,8,Common
1049,1049.webp,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,2,Rare
1050,1050.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,5B in Bitcoin,1,Common
1051,1051.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,5B in Bitcoin,6,Common
1052,1052.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,50B in Bitcoin,3,Uncommon
1053,1053.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,10B in Bitcoin,5,Common
1054,1054.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,50B in Bitcoin,4,Ultra Rare
1055,1055.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,2B in Bitcoin,2,Uncommon
1056,1056.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,10,Common
1057,1057.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,1B in Bitcoin,2,Common
1058,1058.webp,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,2B in Bitcoin,1,Rare
1059,1059.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,1B in Bitcoin,8,Super Rare
1060,1060.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,1B in Bitcoin,7,Rare
1061,1061.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,5B in Bitcoin,6,Uncommon
1062,1062.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,10,Uncommon
1063,1063.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,1B in Bitcoin,2,Rare
1064,1064.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,5,Common
1065,1065.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,1B in Bitcoin,5,Common
1066,1066.webp,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,10B in Bitcoin,3,Uncommon
1067,1067.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,5,Uncommon
1068,1068.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,1B in Bitcoin,6,Common
1069,1069.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,10B in Bitcoin,7,Rare
1070,1070.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,1B in Bitcoin,2,Common
1071,1071.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,5B in Bitcoin,6,Uncommon
1072,1072.webp,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,10B in Bitcoin,3,Common
1073,1073.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,5B in Bitcoin,9,Rare
1074,1074.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,1B in Bitcoin,6,Rare
1075,1075.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,4,Uncommon
1076,1076.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,1B in Bitcoin,1,Uncommon
1077,1077.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,5B in Bitcoin,5,Rare
1078,1078.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,1,Super Rare
1079,1079.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,1B in Bitcoin,5,Common
1080,1080.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,7,Super Rare
1081,1081.webp,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,1,Uncommon
1082,1082.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,2B in Bitcoin,2,Rare
1083,1083.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,8,Common
1084,1084.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,5B in Bitcoin,2,Common
1085,1085.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,9,Rare
1086,1086.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,10B in Bitcoin,5,Uncommon
1087,1087.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,9,Common
1088,1088.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,50B in Bitcoin,8,Super Rare
1089,1089.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,9,Common
1090,1090.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,2B in Bitcoin,10,Uncommon
1091,1091.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,10B in Bitcoin,9,Uncommon
1092,1092.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,1,Common
1093,1093.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,7,Uncommon
1094,1094.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,10B in Bitcoin,1,Uncommon
1095,1095.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,1B in Bitcoin,10,Common
1096,1096.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,10B in Bitcoin,1,Uncommon
1097,1097.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,1B in Bitcoin,6,Rare
1098,1098.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,5,Common
1099,1099.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,5B in Bitcoin,9,Common
1100,1100.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,1B in Bitcoin,4,Common
1101,1101.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,1B in Bitcoin,3,Common
1102,1102.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,6,Common
1103,1103.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,10B in Bitcoin,9,Common
1104,1104.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,10B in Bitcoin,7,Uncommon
1105,1105.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,1B in Bitcoin,3,Uncommon
1106,1106.webp,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,10B in Bitcoin,7,Uncommon
1107,1107.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,5B in Bitcoin,4,Common
1108,1108.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,5B in Bitcoin,7,Uncommon
1109,1109.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,10B in Bitcoin,5,Common
1110,1110.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,10B in Bitcoin,4,Super Rare
